epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,0.7537671327590942,0.6525474190711975,0.5897436141967773,0.5
1,0.8582776188850403,0.3331766724586487,0.7435897588729858,0.8999999761581421
2,0.6392019391059875,0.6462982892990112,0.6666666865348816,0.699999988079071
3,0.5138194561004639,0.3073514699935913,0.7179487347602844,1.0
4,0.6092242002487183,0.7172075510025024,0.6666666865348816,0.5
5,0.6247993111610413,0.46357327699661255,0.5128205418586731,0.6000000238418579
6,0.8277141451835632,0.48671403527259827,0.692307710647583,0.6000000238418579
